segment,fold
match11__1_03_01,0
match11__2_05_00,0
match13__2_07_05,0
match18__3_16_17,0
match1__1_01_00,0
match21__1_19_19,0
match22__1_07_02,0
match23__1_11_08,0
match23__1_17_13,0
match23__2_07_03,0
match24__1_01_03,0
match25__1_01_00,0
match25__1_04_00,0
match25__1_05_01,0
match26__1_01_03,0
match26__1_02_04,0
match2__1_04_03,0
match2__1_06_09,0
match2__1_08_12,0
match3__2_10_12,0
match3__2_18_15,0
match4__2_14_17,0
match5__1_01_01,0
match5__1_01_02,0
match5__2_15_13,0
match6__1_15_06,0
match7__1_02_01,0
match9__1_02_03,0
match13__2_06_05,1
match17__1_02_02,1
match17__2_01_01,1
match18__2_02_02,1
match1__1_02_00,1
match1__1_02_01,1
match1__1_02_02,1
match1__1_03_05,1
match1__1_03_06,1
match1__1_06_06,1
match20__2_07_08,1
match21__1_16_17,1
match22__1_02_01,1
match22__2_18_18,1
match24__1_01_01,1
match24__1_02_04,1
match25__1_02_00,1
match25__1_05_02,1
match26__1_00_01,1
match26__1_00_02,1
match3__2_04_07,1
match4__2_02_05,1
match4__3_02_00,1
match5__1_21_19,1
match6__1_02_00,1
match7__1_12_13,1
match8__2_10_12,1
match9__1_01_03,1
match10__1_12_16,2
match12__2_01_01,2
match13__1_09_10,2
match13__1_17_15,2
match14__1_17_14,2
match15__1_21_12,2
match15__2_16_12,2
match15__2_18_14,2
match16__1_13_20,2
match16__2_08_08,2
match16__3_14_09,2
match17__2_08_05,2
match19__1_01_01,2
match19__1_01_03,2
match20__1_09_05,2
match22__2_17_18,2
match24__1_00_01,2
match24__1_01_02,2
match24__1_01_04,2
match24__1_03_05,2
match25__1_03_00,2
match4__1_15_10,2
match6__1_05_03,2
match8__1_01_00,2
match8__2_03_06,2
match8__3_15_08,2
match8__3_17_12,2
match9__1_05_06,2
match9__1_07_11,2
match10__1_03_03,3
match10__2_04_02,3
match11__1_13_13,3
match12__1_10_12,3
match13__2_09_08,3
match14__2_15_10,3
match14__2_19_13,3
match15__2_14_08,3
match16__3_12_06,3
match17__1_15_13,3
match17__2_15_11,3
match18__1_06_12,3
match20__1_11_10,3
match20__2_00_01,3
match21__2_02_03,3
match21__2_09_08,3
match23__2_02_03,3
match26__1_00_03,3
match2__1_02_03,3
match2__1_08_11,3
match3__1_01_00,3
match3__1_12_17,3
match4__1_03_02,3
match4__2_05_07,3
match6__1_11_04,3
match7__2_05_03,3
match8__3_02_00,3
match9__1_04_05,3
match9__1_07_07,3
match10__1_03_01,4
match11__1_07_06,4
match12__1_01_00,4
match12__2_05_14,4
match14__2_13_06,4
match16__1_03_06,4
match18__3_03_05,4
match18__3_12_14,4
match19__1_07_08,4
match19__2_12_06,4
match1__1_02_03,4
match1__1_02_04,4
match1__1_06_08,4
match20__2_05_08,4
match21__1_02_01,4
match21__2_04_04,4
match23__1_06_04,4
match24__1_03_04,4
match25__1_05_00,4
match25__1_05_03,4
match26__1_02_03,4
match2__1_00_02,4
match2__1_06_08,4
match3__1_08_10,4
match4__3_07_05,4
match5__1_19_18,4
match7__2_14_15,4
match8__1_05_13,4
match9__1_06_06,4
match9__1_07_10,4
